event_idx,n_cand_nomass,n_pass_mass_filter,z_min,z_max
55,2386,413,0.14472393720730603,0.35906708502036366
56,1067,218,0.2111299595521628,0.3436465126132716
57,1129,388,0.0,0.2961897028572614
58,600,191,0.05039535981096317,0.22600474768794823
59,151,108,0.04097001754027043,0.11412208089180366
60,2008,594,0.11139203278896886,0.2418437754516984
61,272,14,0.19260718326903195,0.3122854156194732
62,406,142,0.12712143519967534,0.2969264743806092
63,5217,1927,0.0,0.20016207234021913
64,326,184,0.0736302626912727,0.18876237735590082
65,1,1,0.09834547653503667,0.16293014702653813
66,2137,1118,0.06889252622634022,0.19787104933055513
67,6162,3652,0.08166765413309224,0.277325811733699
68,1320,199,0.1562370447247306,0.42865821631657197
69,293,30,0.18663947154244842,0.3464316177038565
70,80,10,0.16209900889208864,0.292157113993798
71,494,199,0.06966173201208264,0.18812346902654445
72,38,22,0.11833371641078093,0.20130049636533096
73,7,3,0.2122866607861176,0.34342790652857175
74,124,67,0.06450164218887787,0.1537329073596239
75,281,61,0.13025492954722162,0.26460094564914516
76,21,6,0.1376390530020055,0.23213587751419057
77,4,3,0.04556339914241066,0.08574921434669407
78,2,1,0.043776945894779144,0.07379050681831092
79,11634,4351,0.06540821605556373,0.41717708347353866
80,102,15,0.18791858992419022,0.3041121497194852
81,155,4,0.21121567847215492,0.3723253481437282
82,1933,855,0.0,0.23041783730645599
83,3666,906,0.18989378516913696,0.3922908277328627
84,576,280,0.1122538842925683,0.23982942887685224
85,2436,778,0.06248834123558683,0.3415223190557965
86,13217,4975,0.0740216162378016,0.27095318466359136
87,423,237,0.0,0.1372441851346734
88,3589,1069,0.05471085825005584,0.341453628955047
89,1340,959,0.04577518023353083,0.1272893997510073
90,3516,1597,0.08174369349231501,0.24771672900258357
91,713,184,0.11646766012521853,0.5124901688768048
92,6080,3478,0.0,0.15609155191746438
93,2716,988,0.04211083769882837,0.2674817857909822
94,191,24,0.12263188116927357,0.21351229198985966
95,151,93,0.12671746882910775,0.212358413207749
96,4734,1617,0.0848123164377517,0.21485367440921593
97,526,139,0.12907046973387076,0.3915840560950961
98,843,93,0.18101193844226088,0.39701599343401295
99,348,195,0.008475268536644723,0.15141215931817803
100,327,219,0.1107413209308632,0.21655995118620064
101,49,34,0.041401094127004684,0.10114788670666411
102,114,69,0.07471934812233812,0.14845343642470057
103,9,1,0.1717534688661666,0.27832444333328954
104,258,165,0.021504284810398355,0.12562856214530543
105,1647,1194,0.035305306846344406,0.12955120107653853
106,127,51,0.07545340568541088,0.17882610194817017
107,1016,298,0.05191697056787775,0.23807165205425232
108,1371,808,0.01792322906656762,0.18536352075444645
109,1359,724,0.025063314292966495,0.16328646249356676
110,63867,22746,0.03190603074978188,0.2379597609028778
111,1322,306,0.03791857171285987,0.38149402896104395
112,453,207,0.08673190321833156,0.2132328604554537
113,1846,219,0.17933871222092385,0.3370136773864855
114,398,169,0.1741991252188496,0.28508259328199287
115,73,32,0.1473323698195474,0.24112517573753095
116,929,762,0.0,0.09371292150635101
117,1075,369,0.021269896390370146,0.34020627233437933
118,230,83,0.11512664738990899,0.19281037684856156
119,3602,1913,0.0,0.18255872232951728
120,1089,459,0.09941833695659241,0.17692229759454076
121,26,22,0.029284163336075784,0.051441436947237094
122,253,107,0.05135618092805762,0.18644947436443535
123,6116,3514,0.011354549650332432,0.21683907626076665
124,1207,127,0.16893066410786461,0.35191439010816905
125,225,128,0.06594354068390515,0.1425099614619463
126,417,114,0.16183318554424286,0.3121002419645008
127,1261,663,0.09986201648698073,0.2281712738441035
128,2275,779,0.12451092295278571,0.441299918534723
129,5699,1488,0.1369825673218978,0.2686823860688162
130,2937,767,0.10774168799626266,0.38451248826411644
131,4042,2372,0.02105114017520324,0.26059671566672415
132,1350,300,0.12810641657975866,0.28078432485881055
133,1443,620,0.09314818112859617,0.41950329152825233
134,8936,3879,0.07527959607652049,0.1908047475216729
135,3269,1562,0.08950023709392291,0.24811443899607985
136,375,111,0.12302634942376367,0.21901565648694946
137,293,56,0.14402213361490876,0.2597042475947833
138,95,56,0.07500762837959642,0.14477645537083414
139,3697,1071,0.0,0.28913511585640533
140,255,155,0.06586271734232961,0.13242144247225426
141,37,25,0.021081586632195542,0.0718058150356033
142,165,79,0.07679791272312622,0.17252056028247922
143,282,27,0.19876027226131981,0.3214458407901621
144,928,463,0.0658064396590364,0.21507789840895988
145,45,15,0.0,0.16876950380463682
146,20,17,0.0822620700596357,0.13733372916914127
147,2889,2376,0.05808308073198861,0.11529449029824944
148,469,313,0.03667337056070235,0.08201394847628712
149,6,3,0.11879432168799531,0.1959311382982479
150,20963,4411,0.19966946831215465,0.5785751323701424
151,6732,621,0.17688095714989563,0.3568472176206222
152,4533,1032,0.13950963322211515,0.2968368323894982
153,4,2,0.14521884734738494,0.23760124051680281
154,28,15,0.10019741761418029,0.17938832526930984
155,21,4,0.15413845661967493,0.256409514376375
156,398,185,0.0900206810347173,0.18537137907117368
157,1478,402,0.13234806434573107,0.23396280407989178
158,130,87,0.050390517024269776,0.13194844796951494
159,1984,546,0.04438811330400885,0.27184942355877745
160,31701,21730,0.0,0.15918485940215202
161,14730,1539,0.14515996037525847,0.33310293549204967
162,2354,679,0.11759770375453552,0.25250467255922976
163,132,26,0.11432921884091823,0.3000119586420361
164,2206,474,0.15585465943270005,0.4003774116186943
165,2868,1089,0.13253379606519064,0.26247249888179675
166,3903,1567,0.10886161138988697,0.35286973791962406
167,14,8,0.11420109856486309,0.18869742733618858
168,56,29,0.043446925792538976,0.12801536228159674
169,675,35,0.17940369105009618,0.3820644230687743
170,175,121,0.031308106396326196,0.11634276979983328
171,6940,2136,0.01362211092753003,0.325195266097329
172,1077,507,0.0,0.20503733930434834
173,149,39,0.11912523624689134,0.23704148092770633
174,1704,474,0.06879606142823168,0.3011766101922978
175,1318,619,0.10330618288300791,0.2945967243627105
176,304,200,0.08546025505889118,0.16991538284176372
177,597,194,0.12204938171732195,0.3572999869873968
178,979,283,0.09801773170361561,0.40894881288065554
179,7497,2031,0.0459957970183309,0.2605916299455559
180,1324,474,0.0,0.22357047146503897
181,4,0,0.1925454403445247,0.3103091310293156
182,1924,903,0.09046497234522748,0.3516400049428078
183,2076,799,0.03479267349701548,0.22731012182451618
184,986,343,0.12859474466680804,0.3869976078004091
185,3540,2635,0.03767748359671555,0.12129745629025947
186,2546,1261,0.013335598194090938,0.17619108789292884
187,1463,556,0.10272491096761668,0.3966170262576874
188,3497,2214,0.0,0.13983211857954014
189,4049,1624,0.040762386128044704,0.19403679787704134
190,3053,1691,0.06061180823328356,0.30856672003976765
191,919,168,0.0,0.3143492710937023
192,451,149,0.12831182980155145,0.2151256937129616
193,115,75,0.03152566567998673,0.059011859255960294
194,10,8,0.08467216288733402,0.14227712850844051
195,13044,5449,0.03167439399171037,0.3612565029820753
196,1262,988,0.006055384612926175,0.09323143997142616
197,9546,4243,0.01633389525207552,0.33497203808066417
198,13911,2135,0.13812706754168486,0.3356795781973407
199,1813,307,0.00793908431645061,0.2422434609131054
