event_idx,n_cand_nomass,n_pass_mass_filter,z_min,z_max
58,1798,1788,0.026256792838573517,0.30754727867156695
59,84,79,0.019716972220785403,0.19975987363852157
60,608,608,0.15551287323979401,0.32553696940219795
61,73,73,0.06866240727171294,0.1376238253420138
62,157,157,0.10632704261330383,0.20145912746906158
63,1894,1892,0.11262693080205796,0.18825959689666066
64,14081,14080,0.08175300595183904,0.27565730378189496
65,55,55,0.09232122517837134,0.15422484736172548
66,387,386,0.06332708462189784,0.16299932803277978
67,2468,2468,0.054178289602318457,0.26935355128263466
68,1097,1097,0.14461015884096104,0.284991999888393
69,1300,1299,0.09162527603563621,0.349793520337154
70,2768,2765,0.11461757501729415,0.2425751921152213
71,122,120,0.025105913730067906,0.11306978379331406
72,1174,1142,0.0,0.12252209022754203
73,462,456,0.058062796585910424,0.1324979126835077
74,3076,3075,0.09252050833210716,0.29889900460845775
75,1625,1608,0.03911516349050497,0.23564489780911177
76,419,419,0.14558888677278634,0.24101366957217774
77,23,23,0.07890775709764171,0.13953293794564106
78,1554,1554,0.13202664380720508,0.2801443502617917
79,12993,12957,0.030994464930800793,0.23587276358481396
80,9,9,0.10037502242121894,0.1659840016188504
81,720,719,0.09246091690524405,0.23672784158294402
82,3807,3695,0.0,0.19798144223081066
83,10212,10087,0.0,0.3143026042947451
84,1544,1539,0.0703283396168857,0.24402045105514078
85,3205,3205,0.23400899650175164,0.4050863570377252
86,219,219,0.14567303769159845,0.30027347360655626
87,8770,8618,0.0,0.24722847457563604
88,2035,2035,0.07720322656430034,0.36467896530271937
89,3,3,0.08299466793612958,0.13889556322337301
90,635,635,0.19655705264292522,0.3470778350948485
91,599,598,0.11042118285022666,0.239477708439025
92,551,551,0.06537575189343228,0.22192537277195976
93,577,576,0.08166304251144334,0.2226134003879364
94,1,1,0.09197708181116378,0.1533586648988919
95,16,16,0.09516037791838909,0.1596103078838363
96,9328,9328,0.2425452858526572,0.6300130484811083
97,344,328,0.02357418164833962,0.09204330106227346
98,22,21,0.0683119169357921,0.11481198973019599
99,158,158,0.10783652552202157,0.25666331232624334
100,379,379,0.12902460799288296,0.345429584097326
101,32,32,0.1559619279550681,0.25456584270247207
102,1343,1335,0.04029670256508717,0.3304970383293665
103,11,11,0.24473468217631625,0.39318905611906735
104,1366,1363,0.1501157697038439,0.27503714537429635
105,160,159,0.07050170572532331,0.1786367552881503
106,2223,2223,0.15761678318719688,0.3056245384257088
107,222,222,0.19995673439744746,0.35974753350909827
108,521,521,0.16300571418802448,0.28049579992493245
109,92,89,0.08406266845076814,0.14484262447084384
110,803,803,0.17555687488718905,0.3518944215617257
111,2309,2308,0.09598329488965324,0.27416620468305536
112,525,525,0.23533703229913608,0.491926900286751
113,2270,2267,0.03915718985420663,0.32168176477328847
114,3536,3533,0.11163381362842,0.3281945007919917
115,847,847,0.16296721855714844,0.30780906096556
116,727,727,0.08358273921486396,0.33199068215382677
117,16,16,0.10819003960496594,0.17916919583783225
118,2,2,0.06574685029389067,0.11079325134689577
119,154,154,0.12753784422433784,0.2242707635109847
120,2253,2248,0.0729093926205868,0.34777106864024215
121,20504,20500,0.09432183123894998,0.4478091238081322
122,1452,1437,0.04078094008789779,0.15397749405968653
123,5267,5235,0.06382329476111483,0.3420353471883671
124,7396,7329,0.012089591508074288,0.2620937257879305
125,57,57,0.14605846020018565,0.24464523815534364
126,20,20,0.169383844129017,0.2749835653557518
127,99,92,0.05018062792810743,0.08865741321842747
128,186,186,0.14903107158969642,0.3190439347489983
129,1922,1917,0.10480770150447556,0.21074409189869955
130,1898,1898,0.06508663145022676,0.30451944757933413
131,24255,23737,0.0,0.32498407511610355
132,5,5,0.09196598130586914,0.15370420140494648
133,888,885,0.0,0.16882533014078915
134,5042,5016,0.0,0.18080188124375612
135,0,0,0.10320803010590374,0.17036628246207206
136,123,123,0.1712899144199642,0.36482692365904335
137,1700,1695,0.0775912612221712,0.1658997039023887
138,87,85,0.0,0.12664368492450412
139,1890,1848,0.0,0.1936676078679211
140,1598,1595,0.02517849702749414,0.26470734656339595
141,793,793,0.14507265296721014,0.306263062089453
142,3,3,0.05360205069832234,0.09376758698735974
143,857,856,0.12254016560370198,0.3900886321526943
144,343,314,0.0393801507626164,0.12506288110378108
145,12500,12456,0.07527426620911214,0.28599893304954954
146,2443,2406,0.04868133828515893,0.1872909477403543
147,276,276,0.21487228366532568,0.349109129863684
148,1036,1036,0.12714933841601986,0.22955802084490487
149,66,66,0.03747285516330812,0.1159640684225933
150,418,415,0.06164281461710357,0.1414133680438879
151,9448,8983,0.0,0.16123606976385477
152,579,573,0.07448942242439058,0.1792102454434661
153,225,223,0.004479622423616183,0.1290652531020066
154,867,867,0.16150040453901826,0.3256326647937585
155,2440,2405,0.07284364962086037,0.3698993343783428
156,6,6,0.11691724032669665,0.19279286574187096
157,92,92,0.11006002030113556,0.1840870234363862
158,197,197,0.08266989754226599,0.16492102257890945
159,67,67,0.1920159554707824,0.3113750524737095
160,4290,4281,0.08866753146244333,0.31005378836821057
161,1372,1367,0.0,0.26900611560011267
162,5783,5783,0.10527396420516229,0.33111390775264526
163,4,4,0.05630931245664515,0.09605848807325969
164,46,46,0.06981231040735648,0.1438470089617081
165,171,167,0.0,0.23148061648981194
166,3538,3523,0.12098029647723738,0.27966150116033445
167,47,47,0.07431276779056606,0.12520614666498733
168,3162,3162,0.1181233825961206,0.41433079973038767
169,893,892,0.025743094590438702,0.18928955583767654
170,883,882,0.1132630868840957,0.22836414180347908
171,250,245,0.07851107617848266,0.14677580718712538
172,3712,3711,0.08047337516924964,0.1712633814610334
173,785,776,0.053764665172968955,0.12744602214926015
174,238,237,0.033770858200806705,0.21940535837408093
175,874,874,0.15021108835610114,0.30357145995042345
176,2279,2241,0.0008292785353302062,0.16329040467004258
177,1070,1062,0.06620311149232541,0.3680527818245154
178,18,18,0.11245733522902011,0.18577170115630126
179,867,863,0.0463567781524487,0.2875195183748946
180,1955,1938,0.035251630749161246,0.17734926414485852
181,24,24,0.0477734539593539,0.09967933793316358
182,5,5,0.10411904673827097,0.17212808636353008
183,230,230,0.18979116464614793,0.36244328862379227
184,31,31,0.1510516251832112,0.2478761708485401
185,2308,2307,0.08734467274927414,0.3592998783520852
186,3848,3827,0.09388020028066821,0.24323799370451601
187,3380,3374,0.06473951946897633,0.3574543957513193
188,1242,1242,0.12625975765278838,0.3834825243460169
189,1903,1899,0.07737887587833682,0.289756346701148
190,8340,8328,0.07197367478791938,0.3626863415941684
191,1825,1825,0.14702456386278556,0.3249508015962994
192,3239,3239,0.16243730816737545,0.32066820727255635
193,8629,8564,0.039312942090735034,0.22207793396227377
194,107,101,0.06253610962580348,0.1258977980588582
195,1989,1981,0.016070481393285617,0.2537005229099204
196,41860,41850,0.1117806625801571,0.45674954625245173
197,131,125,0.014607006450923074,0.1100393768180047
198,2344,2344,0.18564175126626536,0.41695950694701495
199,665,662,0.04430088577587798,0.22630364407946077
